StartTime,EndTime,Latency,Success,RequestType,Content
1541111681264,1541111681979,715,true,POST,/98230/1/0/4581
1541111682016,1541111682074,58,true,POST,/90563/1/3/960
1541111682001,1541111682062,61,true,POST,/60343/1/3/4927
1541111682033,1541111682084,51,true,POST,/24906/1/3/4116
1541111682014,1541111682071,57,true,POST,/10476/1/3/1260
1541111682030,1541111682093,63,true,POST,/31339/1/3/282
1541111682116,1541111682230,114,true,POST,/21941/1/8/2293
1541111682154,1541111682242,88,true,POST,/97744/1/8/3979
1541111682241,1541111682346,105,true,POST,/2855/1/8/4059
1541111682236,1541111682360,124,true,POST,/51670/1/8/186
1541111682232,1541111682338,106,true,POST,/29494/1/8/2699
1541111682229,1541111682332,103,true,POST,/59453/1/8/2819
1541111682335,1541111682405,70,true,POST,/9635/1/8/2287
1541111682268,1541111682406,138,true,POST,/20252/1/8/3816
1541111682277,1541111682380,103,true,POST,/70024/1/8/3904
1541111682280,1541111682423,143,true,POST,/28846/1/8/2345
1541111682435,1541111682467,32,true,POST,/6446/1/19/4258
1541111682435,1541111682461,26,true,POST,/66149/1/19/2183
