2,66
3,4785
4,1578
5,276
6,124
7,28
8,12
9,11
10,11
11,5
12,6
13,6
14,12
15,74
16,120
17,47
18,17
19,15
20,3
21,2
22,3
23,7
24,3
26,2
27,4
28,24
29,16
30,8
31,4
32,2
33,3
34,7
35,1
36,2
37,1
42,1
44,1
46,1
50,12
51,7
52,7
53,11
54,3
55,5
56,8
57,2
61,2
62,1
63,2
74,1
75,1
77,2
78,7
79,6
80,8
81,9
82,1
83,1
84,1
86,1
87,1
90,1
93,1
96,1
99,1
100,1
101,1
136,1
152,1
155,1
220,1
269,1
293,1
