timestamp,reqNum
1541643445,9
1541643446,30
1541643447,30
1541643448,30
1541643449,30
1541643450,30
1541643451,30
1541643452,33
1541643453,30
1541643454,27
1541643455,30
1541643456,33
1541643457,30
1541643458,30
1541643459,27
1541643460,33
1541643461,30
1541643462,30
1541643463,30
1541643464,30
1541643465,30
1541643466,33
1541643467,30
1541643468,30
1541643469,30
1541643470,33
1541643471,30
1541643472,30
1541643473,30
1541643474,30
1541643475,29
1541643476,27
1541643477,33
1541643478,30
1541643479,33
1541643480,30
1541643481,27
1541643482,30
1541643483,33
1541643484,30
1541643485,30
1541643486,30
1541643487,30
1541643488,34
1541643489,30
1541643490,30
1541643491,32
1541643492,30
1541643493,31
1541643494,32
1541643495,33
1541643496,30
1541643497,30
1541643498,33
1541643499,30
1541643500,30
1541643501,30
1541643502,30
1541643503,33
1541643504,30
1541643505,27
1541643506,32
1541643507,31
1541643508,31
1541643509,33
1541643510,30
1541643511,33
1541643512,24
1541643513,32
1541643514,31
1541643515,30
1541643516,31
1541643517,29
1541643518,29
1541643519,30
1541643520,30
1541643521,32
1541643522,30
1541643523,31
1541643524,31
1541643525,29
1541643526,32
1541643527,34
1541643528,30
1541643529,30
1541643530,29
1541643531,31
1541643532,32
1541643533,33
1541643534,31
1541643535,29
1541643536,31
1541643537,32
1541643538,24
1541643539,30
1541643540,30
1541643541,31
1541643542,32
1541643543,31
1541643544,29
1541643545,31
1541643546,32
1541643547,30
1541643548,32
1541643549,31
1541643550,28
1541643551,35
1541643552,30
1541643553,33
1541643554,31
1541643555,29
1541643556,31
1541643557,30
1541643558,30
1541643559,33
1541643560,27
1541643561,33
1541643562,30
1541643563,33
1541643564,30
1541643565,27
1541643566,30
1541643567,30
1541643568,30
1541643569,30
1541643570,27
1541643571,30
1541643572,33
1541643573,30
1541643574,30
1541643575,30
1541643576,33
1541643577,30
1541643578,32
1541643579,33
1541643580,27
1541643581,34
1541643582,30
1541643583,30
1541643584,32
1541643585,28
1541643586,32
1541643587,31
1541643588,32
1541643589,30
1541643590,28
1541643591,33
1541643592,28
1541643593,68
1541643594,87
1541643595,81
1541643596,85
1541643597,90
1541643598,87
1541643599,82
1541643600,85
1541643601,85
1541643602,87
1541643603,89
1541643604,87
1541643605,83
1541643606,83
1541643607,91
1541643608,88
1541643609,86
1541643610,49
1541643611,72
1541643612,89
1541643613,89
1541643614,82
1541643615,77
1541643616,86
1541643617,91
1541643618,86
1541643619,90
1541643620,80
1541643621,89
1541643622,89
1541643623,86
1541643624,88
1541643625,75
1541643626,92
1541643627,88
1541643628,89
1541643629,88
1541643630,79
1541643631,84
1541643632,88
1541643633,88
1541643634,89
1541643635,85
1541643636,87
1541643637,88
1541643638,87
1541643639,89
1541643640,82
1541643641,89
1541643642,91
1541643643,86
1541643644,89
1541643645,83
1541643646,85
1541643647,89
1541643648,86
1541643649,90
1541643650,75
1541643651,88
1541643652,89
1541643653,86
1541643654,90
1541643655,78
1541643656,89
1541643657,89
1541643658,87
1541643659,86
1541643660,82
1541643661,85
1541643662,89
1541643663,81
1541643664,89
1541643665,76
1541643666,90
1541643667,89
1541643668,89
1541643669,89
1541643670,83
1541643671,88
1541643672,86
1541643673,86
1541643674,85
1541643675,84
1541643676,87
1541643677,88
1541643678,88
1541643679,91
1541643680,75
1541643681,87
1541643682,91
1541643683,84
1541643684,89
1541643685,84
1541643686,87
1541643687,88
1541643688,85
1541643689,89
1541643690,82
1541643691,89
1541643692,89
1541643693,86
1541643694,90
1541643695,85
1541643696,86
1541643697,85
1541643698,82
1541643699,82
1541643700,84
1541643701,90
1541643702,86
1541643703,61
1541643704,88
1541643705,82
1541643706,85
1541643707,89
